Source	Target
Swaziland	South Africa
Swaziland	Swaziland
Swaziland	Swaziland
Zimbabwe	Mozambique
Zimbabwe	South Africa
Zimbabwe	Namibia
Zimbabwe	Mozambique
Zimbabwe	South Africa
Zimbabwe	Zambia
Zimbabwe	Zimbabwe
Zimbabwe	Zimbabwe
Zimbabwe	Namibia
Zimbabwe	Botswana
Zimbabwe	Zambia
Zimbabwe	Botswana
Ghana	Benin
Ghana	Burkina Faso
Ghana	Burkina Faso
Ghana	Ghana
Ghana	Ghana
Ghana	Togo
Ghana	Ivory Coast
Ghana	Benin
Ghana	Ivory Coast
Ghana	Togo
Togo	Benin
Togo	Burkina Faso
Togo	Ghana
Togo	Burkina Faso
Togo	Ghana
Togo	Togo
Togo	Togo
Togo	Benin
Romania	Ukraine
Romania	Hungary
Romania	Moldova
Romania	Romania
Romania	Romania
Romania	Bulgaria
Romania	Serbia
Romania	Hungary
Romania	Bulgaria
Romania	Ukraine
Romania	Moldova
Romania	Serbia
Hungary	Romania
Hungary	Slovenia
Hungary	Austria
Hungary	Ukraine
Hungary	Austria
Hungary	Croatia
Hungary	Hungary
Hungary	Hungary
Hungary	Romania
Hungary	Slovakia
Hungary	Slovenia
Hungary	Serbia
Hungary	Slovakia
Hungary	Ukraine
Hungary	Croatia
Hungary	Serbia
Moldova	Romania
Moldova	Ukraine
Moldova	Ukraine
Moldova	Moldova
Moldova	Moldova
Moldova	Romania
Iceland	Iceland
Iceland	Iceland
Tunisia	Algeria
Tunisia	Libya
Tunisia	Algeria
Tunisia	Libya
Tunisia	Tunisia
Tunisia	Tunisia
Madagascar	Madagascar
Madagascar	Madagascar
Egypt	Saudi Arabia
Egypt	Egypt
Egypt	Egypt
Egypt	Israel
Egypt	Jordan
Egypt	Libya
Egypt	Saudi Arabia
Egypt	Sudan
Egypt	Jordan
Egypt	Libya
Egypt	Israel
Egypt	Sudan
Israel	Saudi Arabia
Israel	Syria
Israel	Lebanon
Israel	Egypt
Israel	Jordan
Israel	Egypt
Israel	Israel
Israel	Israel
Israel	Jordan
Israel	Saudi Arabia
Israel	Syria
Israel	Lebanon
Jordan	Saudi Arabia
Jordan	Syria
Jordan	Lebanon
Jordan	Egypt
Jordan	Iraq
Jordan	Egypt
Jordan	Iraq
Jordan	Israel
Jordan	Jordan
Jordan	Jordan
Jordan	Saudi Arabia
Jordan	Syria
Jordan	Lebanon
Jordan	Israel
Kuwait	Saudi Arabia
Kuwait	Iran
Kuwait	Iraq
Kuwait	Iran
Kuwait	Iraq
Kuwait	Saudi Arabia
Kuwait	Kuwait
Kuwait	Kuwait
Paraguay	Brazil
Paraguay	Argentina
Paraguay	Bolivia
Paraguay	Paraguay
Paraguay	Paraguay
Paraguay	Argentina
Paraguay	Brazil
Paraguay	Bolivia
Bolivia	Paraguay
Bolivia	Argentina
Bolivia	Brazil
Bolivia	Brazil
Bolivia	Argentina
Bolivia	Bolivia
Bolivia	Bolivia
Bolivia	Peru
Bolivia	Paraguay
Bolivia	Peru
Lebanon	Syria
Lebanon	Israel
Lebanon	Jordan
Lebanon	Syria
Lebanon	Lebanon
Lebanon	Lebanon
Lebanon	Jordan
Lebanon	Israel
Ireland	United Kingdom
Ireland	Ireland
Ireland	Ireland
Ireland	United Kingdom
Lesotho	South Africa
Lesotho	Lesotho
Lesotho	Lesotho
Lesotho	South Africa
Eritrea	Yemen
Eritrea	Sudan
Eritrea	Eritrea
Eritrea	Eritrea
Eritrea	Yemen
Eritrea	Ethiopia
Eritrea	Ethiopia
Eritrea	Sudan
Namibia	South Africa
Namibia	Angola
Namibia	South Africa
Namibia	Zambia
Namibia	Zimbabwe
Namibia	Angola
Namibia	Namibia
Namibia	Namibia
Namibia	Botswana
Namibia	Zimbabwe
Namibia	Zambia
Namibia	Botswana
Botswana	South Africa
Botswana	Angola
Botswana	Namibia
Botswana	Zimbabwe
Botswana	Zambia
Botswana	South Africa
Botswana	Zambia
Botswana	Zimbabwe
Botswana	Angola
Botswana	Namibia
Botswana	Botswana
Botswana	Botswana
Albania	Albania
Albania	Albania
Albania	Greece
Albania	Montenegro
Albania	Serbia
Albania	Macedonia, The former Yugoslav Republic of
Albania	Greece
Albania	Macedonia, The former Yugoslav Republic of
Albania	Montenegro
Albania	Serbia
Macedonia, The former Yugoslav Republic of	Albania
Macedonia, The former Yugoslav Republic of	Bulgaria
Macedonia, The former Yugoslav Republic of	Greece
Macedonia, The former Yugoslav Republic of	Albania
Macedonia, The former Yugoslav Republic of	Bulgaria
Macedonia, The former Yugoslav Republic of	Greece
Macedonia, The former Yugoslav Republic of	Serbia
Macedonia, The former Yugoslav Republic of	Macedonia, The former Yugoslav Republic of
Macedonia, The former Yugoslav Republic of	Macedonia, The former Yugoslav Republic of
Macedonia, The former Yugoslav Republic of	Serbia
Congo (Brazzaville)	Central African Republic
Congo (Brazzaville)	Angola
Congo (Brazzaville)	Congo (Kinshasa)
Congo (Brazzaville)	Gabon
Congo (Brazzaville)	Cameroon
Congo (Brazzaville)	Congo (Brazzaville)
Congo (Brazzaville)	Congo (Brazzaville)
Congo (Brazzaville)	Congo (Kinshasa)
Congo (Brazzaville)	Gabon
Congo (Brazzaville)	Angola
Congo (Brazzaville)	Cameroon
Congo (Brazzaville)	Central African Republic
Slovenia	Austria
Slovenia	Croatia
Slovenia	Hungary
Slovenia	Italy
Slovenia	Slovenia
Slovenia	Slovenia
Slovenia	Austria
Slovenia	Hungary
Slovenia	Italy
Slovenia	Croatia
Mongolia	Russia
Mongolia	China
Mongolia	Kazakhstan
Mongolia	Mongolia
Mongolia	Mongolia
Mongolia	Russia
Mongolia	China
Mongolia	Kazakhstan
Korea, North	Russia
Korea, North	China
Korea, North	Korea, North
Korea, North	Korea, North
Korea, North	Korea, South
Korea, North	Russia
Korea, North	Korea, South
Korea, North	China
Korea, South	Korea, North
Korea, South	Korea, North
Korea, South	Korea, South
Korea, South	Korea, South
Mauritius	Mauritius
Mauritius	Mauritius
Uruguay	Argentina
Uruguay	Brazil
Uruguay	Argentina
Uruguay	Uruguay
Uruguay	Uruguay
Uruguay	Brazil
Guinea Bissau (Guinea-Bissau)	Guinea Bissau (Guinea-Bissau)
Guinea Bissau (Guinea-Bissau)	Guinea Bissau (Guinea-Bissau)
Guinea Bissau (Guinea-Bissau)	Senegal
Guinea Bissau (Guinea-Bissau)	Guinea
Guinea Bissau (Guinea-Bissau)	Senegal
Guinea Bissau (Guinea-Bissau)	Guinea
Norway	Russia
Norway	Norway
Norway	Norway
Norway	Russia
Norway	Finland
Norway	Sweden
Norway	Sweden
Norway	Finland
Japan	Russia
Japan	Russia
Japan	Japan
Japan	Japan
Finland	Russia
Finland	Norway
Finland	Sweden
Finland	Estonia
Finland	Norway
Finland	Russia
Finland	Finland
Finland	Finland
Finland	Sweden
Finland	Estonia
Sweden	Norway
Sweden	Denmark
Sweden	Norway
Sweden	Finland
Sweden	Sweden
Sweden	Sweden
Sweden	Denmark
Sweden	Finland
Netherlands	Germany
Netherlands	Netherlands
Netherlands	Netherlands
Netherlands	Germany
Netherlands	Belgium
Netherlands	Belgium
Denmark	Germany
Denmark	Sweden
Denmark	Germany
Denmark	Denmark
Denmark	Denmark
Denmark	Sweden
New Zealand	New Zealand
New Zealand	New Zealand
Angola	Congo (Brazzaville)
Angola	Congo (Kinshasa)
Angola	Zambia
Angola	Angola
Angola	Angola
Angola	Namibia
Angola	Botswana
Angola	Congo (Kinshasa)
Angola	Namibia
Angola	Zambia
Angola	Botswana
Angola	Congo (Brazzaville)
Cuba	Cuba
Cuba	Cuba
Taiwan	China
Taiwan	Taiwan
Taiwan	Taiwan
Taiwan	China
Sri Lanka	India
Sri Lanka	Sri Lanka
Sri Lanka	Sri Lanka
Sri Lanka	India
Gambia	Senegal
Gambia	Gambia
Gambia	Gambia
Gambia	Senegal
Australia	Papua New Guinea
Australia	Australia
Australia	Australia
Australia	Papua New Guinea
Cyprus	Cyprus
Cyprus	Cyprus
Ethiopia	Eritrea
Ethiopia	Kenya
Ethiopia	Sudan
Ethiopia	Eritrea
Ethiopia	Ethiopia
Ethiopia	Ethiopia
Ethiopia	Kenya
Ethiopia	Sudan
Gabon	Congo (Brazzaville)
Gabon	Equatorial Guinea
Gabon	Gabon
Gabon	Gabon
Gabon	Cameroon
Gabon	Equatorial Guinea
Gabon	Cameroon
Gabon	Congo (Brazzaville)
Equatorial Guinea	Gabon
Equatorial Guinea	Equatorial Guinea
Equatorial Guinea	Equatorial Guinea
Equatorial Guinea	Gabon
Equatorial Guinea	Cameroon
Equatorial Guinea	Cameroon
Trinidad and Tobago	Venezuela
Trinidad and Tobago	Venezuela
Trinidad and Tobago	Trinidad and Tobago
Trinidad and Tobago	Trinidad and Tobago
Hong Kong S.A.R.	China
Hong Kong S.A.R.	Hong Kong S.A.R.
Hong Kong S.A.R.	Hong Kong S.A.R.
Hong Kong S.A.R.	China
Sao Tome and Principe	Sao Tome and Principe
Sao Tome and Principe	Sao Tome and Principe
Seychelles	Seychelles
Seychelles	Seychelles
Jamaica	Jamaica
Jamaica	Jamaica
Malta	Malta
Malta	Malta
