Source	Target
Austria	Cyprus
Austria	Czech Republic
Austria	Denmark
Austria	Dominican Republic
Austria	Ecuador
Austria	El Salvador
Austria	Estonia
Austria	Finland
Austria	Sudan
Austria	France
Austria	Georgia
Austria	Germany
Austria	Greece
Austria	Hungary
Austria	Iceland
Austria	India
Austria	Indonesia
Austria	Iran
Austria	Ireland
Austria	Israel
Austria	Italy
Austria	Jordan
Austria	Kazakhstan
Austria	Latvia
Austria	Lebanon
Austria	Lithuania
Austria	Luxembourg
Austria	Malaysia
Austria	Mali
Austria	Malta
Austria	Mauritius
Austria	Mexico
Austria	Montenegro
Austria	Morocco
Austria	Namibia
Austria	Nepal
Austria	Netherlands
Austria	New Zealand
Austria	Nicaragua
Austria	Nigeria
Austria	Norway
Austria	Oman
Austria	Pakistan
Austria	Panama
Austria	Peru
Austria	Poland
Austria	Portugal
Austria	Korea, South
Austria	Moldova
Austria	Romania
Austria	Russia
Austria	Saudi Arabia
Austria	Serbia
Austria	Singapore
Austria	Slovakia
Austria	Slovenia
Austria	South Africa
Austria	Spain
Austria	Switzerland
Austria	Thailand
Austria	Tunisia
Austria	Turkey
Austria	United States of America
Austria	Uganda
Austria	Ukraine
Austria	United Arab Emirates
Austria	United Kingdom
Austria	Tanzania
Austria	Uruguay
Austria	Vietnam
Austria	Yemen
Belgium	Albania
Belgium	Algeria
Belgium	Argentina
Belgium	Armenia
Belgium	Australia
Belgium	Austria
Belgium	Azerbaijan
Belgium	Bahrain
Belgium	Belarus
Belgium	Bolivia
Belgium	Bosnia and Herzegovina
Belgium	Botswana
Belgium	Brazil
Belgium	Bulgaria
Belgium	Burkina Faso
Belgium	Burundi
Belgium	Cambodia
Belgium	Cameroon
Belgium	Canada
Belgium	Chile
Belgium	China
Belgium	Hong Kong S.A.R.
Belgium	Colombia
Belgium	Costa Rica
Belgium	Ivory Coast
Belgium	Croatia
Belgium	Cyprus
Belgium	Czech Republic
Belgium	Denmark
Belgium	Dominican Republic
Belgium	Ecuador
Belgium	Egypt
Belgium	El Salvador
Belgium	Estonia
Belgium	Ethiopia
Belgium	Finland
Belgium	Sudan
Belgium	France
Belgium	Gambia
Belgium	Georgia
Belgium	Germany
Belgium	Ghana
Belgium	Greece
Belgium	Guatemala
Belgium	Guyana
Belgium	Hungary
Belgium	Iceland
Belgium	India
Belgium	Indonesia
Belgium	Iran
Belgium	Ireland
Belgium	Israel
Belgium	Italy
Belgium	Japan
Belgium	Jordan
Belgium	Kazakhstan
Belgium	Kyrgyzstan
Belgium	Latvia
Belgium	Lebanon
Belgium	Lithuania
Belgium	Luxembourg
Belgium	Madagascar
Belgium	Malawi
Belgium	Malaysia
Belgium	Mali
Belgium	Malta
Belgium	Mauritania
Belgium	Mauritius
Belgium	Mexico
Belgium	Montenegro
Belgium	Morocco
Belgium	Mozambique
Belgium	Namibia
Belgium	Nepal
Belgium	Netherlands
Belgium	New Zealand
Belgium	Nicaragua
Belgium	Niger
Belgium	Nigeria
Belgium	Norway
Belgium	Oman
Belgium	Pakistan
Belgium	Panama
Belgium	Paraguay
Belgium	Peru
Belgium	Philippines
Belgium	Poland
Belgium	Portugal
Belgium	Korea, South
Belgium	Moldova
Belgium	Romania
Belgium	Russia
Belgium	Rwanda
Belgium	Sao Tome and Principe
Belgium	Saudi Arabia
Belgium	Senegal
Belgium	Serbia
Belgium	Singapore
Belgium	Slovakia
Belgium	Slovenia
Belgium	South Africa
Belgium	Spain
Belgium	Sri Lanka
Belgium	Switzerland
Belgium	Thailand
Belgium	Togo
Belgium	Tunisia
Belgium	Turkey
Belgium	United States of America
Belgium	Uganda
Belgium	Ukraine
Belgium	United Arab Emirates
Belgium	United Kingdom
Belgium	Tanzania
Belgium	Uruguay
Belgium	Venezuela
Belgium	Vietnam
Belgium	Yemen
Belgium	Zambia
Belgium	Zimbabwe
Brazil	Algeria
Brazil	Argentina
Brazil	Australia
Brazil	Austria
Brazil	Bahrain
Brazil	Belgium
Brazil	Bolivia
Brazil	Canada
Brazil	Cape Verde
Brazil	Chile
Brazil	China
Brazil	Colombia
Brazil	Costa Rica
Brazil	Czech Republic
Brazil	Denmark
Brazil	Dominican Republic
Brazil	Ecuador
Brazil	El Salvador
Brazil	Ethiopia
Brazil	France
Brazil	Germany
Brazil	Ghana
Brazil	Greece
Brazil	Guatemala
Brazil	Guyana
Brazil	India
Brazil	Indonesia
Brazil	Italy
Brazil	Jamaica
Brazil	Japan
Brazil	Luxembourg
Brazil	Malta
Brazil	Mexico
Brazil	Morocco
Brazil	Mozambique
Brazil	Netherlands
Brazil	New Zealand
Brazil	Nicaragua
Brazil	Nigeria
Brazil	Norway
Brazil	Panama
Brazil	Paraguay
Brazil	Peru
Brazil	Poland
Brazil	Portugal
Brazil	Korea, South
Brazil	Singapore
Brazil	South Africa
Brazil	Spain
Brazil	Sri Lanka
Brazil	Thailand
Brazil	Tunisia
Brazil	Turkey
Brazil	United States of America
Brazil	United Kingdom
Brazil	Uruguay
Brazil	Venezuela
Brazil	Yemen
Burkina Faso	Belgium
Burkina Faso	Ghana
Burkina Faso	Mali
Burkina Faso	Niger
China	Albania
China	Algeria
China	Argentina
China	Armenia
China	Australia
China	Austria
China	Azerbaijan
China	Bahrain
China	Belarus
China	Belgium
China	Belize
China	Bolivia
China	Bosnia and Herzegovina
China	Botswana
China	Brazil
China	Bulgaria
China	Burkina Faso
China	Burundi
China	Cambodia
China	Cameroon
China	Canada
China	Cape Verde
China	Central African Republic
China	Chile
China	Hong Kong S.A.R.
China	Colombia
China	Costa Rica
China	Ivory Coast
China	Croatia
China	Cyprus
China	Czech Republic
China	Denmark
China	Dominican Republic
China	Ecuador
China	El Salvador
China	Estonia
China	Ethiopia
China	Finland
China	Sudan
China	France
China	Gambia
China	Georgia
China	Germany
China	Ghana
China	Greece
China	Guatemala
China	Guyana
China	Hungary
China	Iceland
China	India
China	Indonesia
China	Iran
China	Ireland
China	Israel
China	Italy
China	Jamaica
China	Japan
China	Jordan
China	Kazakhstan
China	Kyrgyzstan
China	Lebanon
China	Lithuania
China	Luxembourg
China	Madagascar
China	Malawi
China	Malaysia
China	Mali
China	Malta
China	Mauritania
China	Mauritius
China	Mexico
China	Montenegro
China	Morocco
China	Mozambique
China	Namibia
China	Nepal
China	Netherlands
China	New Zealand
China	Nicaragua
China	Niger
China	Nigeria
China	Norway
China	Oman
China	Pakistan
China	Panama
China	Paraguay
China	Peru
China	Philippines
China	Poland
China	Portugal
China	Korea, South
China	Moldova
China	Romania
China	Russia
China	Rwanda
China	Saudi Arabia
China	Senegal
China	Serbia
China	Singapore
China	Slovakia
China	Slovenia
China	South Africa
China	Spain
China	Sri Lanka
China	Switzerland
China	Thailand
China	Togo
China	Tunisia
China	Turkey
China	United States of America
China	Uganda
China	Ukraine
China	United Arab Emirates
China	United Kingdom
China	Tanzania
China	Uruguay
China	Venezuela
China	Vietnam
China	Yemen
China	Zambia
China	Zimbabwe
Costa Rica	Dominican Republic
Costa Rica	Ecuador
Costa Rica	El Salvador
Costa Rica	Guatemala
Costa Rica	India
Costa Rica	Mexico
Costa Rica	New Zealand
Costa Rica	Nicaragua
Costa Rica	Panama
Costa Rica	Korea, South
Ivory Coast	Australia
Ivory Coast	Burkina Faso
Ivory Coast	Cameroon
Ivory Coast	Canada
Ivory Coast	Cape Verde
Ivory Coast	Czech Republic
Ivory Coast	Gambia
Ivory Coast	Germany
Ivory Coast	Ghana
Ivory Coast	Greece
Ivory Coast	India
Ivory Coast	Mali
Ivory Coast	Morocco
Ivory Coast	Netherlands
Ivory Coast	Niger
Ivory Coast	Nigeria
Ivory Coast	Senegal
Ivory Coast	Switzerland
Ivory Coast	Togo
Ivory Coast	United States of America
Ivory Coast	Tanzania
Ivory Coast	Yemen
Denmark	Algeria
Denmark	Argentina
Denmark	Armenia
Denmark	Australia
Denmark	Austria
Denmark	Azerbaijan
Denmark	Bahrain
Denmark	Belarus
Denmark	Belgium
Denmark	Bosnia and Herzegovina
Denmark	Brazil
Denmark	Bulgaria
Denmark	Burundi
Denmark	Canada
Denmark	Central African Republic
Denmark	Chile
Denmark	China
Denmark	Colombia
Denmark	Costa Rica
Denmark	Croatia
Denmark	Cyprus
Denmark	Czech Republic
Denmark	Dominican Republic
Denmark	Ecuador
Denmark	Estonia
Denmark	Ethiopia
Denmark	Finland
Denmark	France
Denmark	Georgia
Denmark	Germany
Denmark	Ghana
Denmark	Greece
Denmark	Hungary
Denmark	Iceland
Denmark	India
Denmark	Indonesia
Denmark	Iran
Denmark	Ireland
Denmark	Israel
Denmark	Italy
Denmark	Jamaica
Denmark	Japan
Denmark	Jordan
Denmark	Kazakhstan
Denmark	Kyrgyzstan
Denmark	Latvia
Denmark	Lebanon
Denmark	Lithuania
Denmark	Luxembourg
Denmark	Malawi
Denmark	Malaysia
Denmark	Malta
Denmark	Mauritania
Denmark	Mauritius
Denmark	Mexico
Denmark	Montenegro
Denmark	Morocco
Denmark	Nepal
Denmark	Netherlands
Denmark	New Zealand
Denmark	Nicaragua
Denmark	Norway
Denmark	Oman
Denmark	Pakistan
Denmark	Panama
Denmark	Peru
Denmark	Poland
Denmark	Portugal
Denmark	Korea, South
Denmark	Romania
Denmark	Russia
Denmark	Serbia
Denmark	Singapore
Denmark	Slovakia
Denmark	Slovenia
Denmark	Spain
Denmark	Switzerland
Denmark	Thailand
Denmark	Turkey
Denmark	United States of America
Denmark	Uganda
Denmark	Ukraine
Denmark	United Arab Emirates
Denmark	United Kingdom
Denmark	Tanzania
Denmark	Uruguay
Denmark	Vietnam
Indonesia	Argentina
Indonesia	Australia
Indonesia	Bahrain
Indonesia	Belarus
Indonesia	Belgium
Indonesia	Brazil
Indonesia	Cambodia
Indonesia	Canada
Indonesia	China
Indonesia	Hong Kong S.A.R.
Indonesia	Colombia
Indonesia	Denmark
Indonesia	France
Indonesia	Germany
Indonesia	India
Indonesia	Italy
Indonesia	Japan
Indonesia	Kyrgyzstan
Indonesia	Madagascar
Indonesia	Malaysia
Indonesia	Mauritius
Indonesia	Mexico
Indonesia	Morocco
Indonesia	Nepal
Indonesia	Netherlands
Indonesia	New Zealand
Indonesia	Oman
Indonesia	Pakistan
Indonesia	Philippines
Indonesia	Poland
Indonesia	Korea, South
Indonesia	Romania
Indonesia	Rwanda
Indonesia	Serbia
Indonesia	Singapore
Indonesia	Slovenia
Indonesia	South Africa
Indonesia	Thailand
Indonesia	Turkey
Indonesia	United States of America
Indonesia	United Arab Emirates
Indonesia	United Kingdom
Indonesia	Tanzania
Indonesia	Vietnam
Ireland	Algeria
Ireland	Austria
Ireland	Azerbaijan
Ireland	Belgium
Ireland	Brazil
Ireland	Bulgaria
Ireland	Canada
Ireland	Chile
Ireland	China
Ireland	Colombia
Ireland	Czech Republic
Ireland	Denmark
Ireland	Finland
Ireland	France
Ireland	Georgia
Ireland	Germany
Ireland	Ghana
Ireland	Greece
Ireland	Guatemala
Ireland	Iceland
Ireland	India
Ireland	Iran
Ireland	Israel
Ireland	Italy
Ireland	Jamaica
Ireland	Kazakhstan
Ireland	Latvia
Ireland	Mexico
Ireland	Morocco
Ireland	Netherlands
Ireland	New Zealand
Ireland	Nicaragua
Ireland	Norway
Ireland	Oman
Ireland	Poland
Ireland	Korea, South
Ireland	Romania
Ireland	Russia
Ireland	Slovakia
Ireland	Spain
Ireland	Switzerland
Ireland	Thailand
Ireland	Turkey
Ireland	United States of America
Ireland	Ukraine
Ireland	United Arab Emirates
Ireland	United Kingdom
Ireland	Tanzania
Ireland	Zambia
Japan	Albania
Japan	Algeria
Japan	Argentina
Japan	Armenia
Japan	Australia
Japan	Austria
Japan	Azerbaijan
Japan	Bahrain
Japan	Belarus
Japan	Belgium
Japan	Belize
Japan	Bhutan
Japan	Bolivia
Japan	Bosnia and Herzegovina
Japan	Brazil
Japan	Bulgaria
Japan	Burkina Faso
Japan	Burundi
Japan	Cambodia
Japan	Cameroon
Japan	Canada
Japan	Central African Republic
Japan	Chile
Japan	China
Japan	Hong Kong S.A.R.
Japan	Colombia
Japan	Costa Rica
Japan	Ivory Coast
Japan	Croatia
Japan	Cyprus
Japan	Czech Republic
Japan	Denmark
Japan	Dominican Republic
Japan	Ecuador
Japan	El Salvador
Japan	Estonia
Japan	Ethiopia
Japan	Finland
Japan	Sudan
Japan	France
Japan	Georgia
Japan	Germany
Japan	Ghana
Japan	Greece
Japan	Guyana
Japan	Hungary
Japan	Iceland
Japan	India
Japan	Indonesia
Japan	Iran
Japan	Ireland
Japan	Israel
Japan	Italy
Japan	Jamaica
Japan	Jordan
Japan	Kazakhstan
Japan	Kyrgyzstan
Japan	Lebanon
Japan	Lithuania
Japan	Luxembourg
Japan	Madagascar
Japan	Malawi
Japan	Malaysia
Japan	Mali
Japan	Malta
Japan	Mauritania
Japan	Mauritius
Japan	Mexico
Japan	Montenegro
Japan	Morocco
Japan	Mozambique
Japan	Nepal
Japan	Netherlands
Japan	New Zealand
Japan	Nicaragua
Japan	Niger
Japan	Nigeria
Japan	Norway
Japan	Oman
Japan	Pakistan
Japan	Panama
Japan	Paraguay
Japan	Peru
Japan	Philippines
Japan	Poland
Japan	Portugal
Japan	Korea, South
Japan	Moldova
Japan	Romania
Japan	Russia
Japan	Rwanda
Japan	Sao Tome and Principe
Japan	Saudi Arabia
Japan	Senegal
Japan	Serbia
Japan	Singapore
Japan	Slovakia
Japan	Slovenia
Japan	South Africa
Japan	Spain
Japan	Sri Lanka
Japan	Switzerland
Japan	Thailand
Japan	Tunisia
Japan	Turkey
Japan	United States of America
Japan	Uganda
Japan	Ukraine
Japan	United Arab Emirates
Japan	United Kingdom
Japan	Tanzania
Japan	Uruguay
Japan	Venezuela
Japan	Vietnam
Japan	Yemen
Japan	Zambia
Japan	Zimbabwe
Lebanon	Algeria
Lebanon	Belarus
Lebanon	Cameroon
Lebanon	Central African Republic
Lebanon	Ivory Coast
Lebanon	Cyprus
Lebanon	Ecuador
Lebanon	Georgia
Lebanon	Ghana
Lebanon	Italy
Lebanon	Mali
Lebanon	Mozambique
Lebanon	Nigeria
Lebanon	United Arab Emirates
Lebanon	Tanzania
Lebanon	Zimbabwe
Mali	Burkina Faso
Mali	India
Mali	Korea, South
Mali	Senegal
Mali	South Africa
Mali	Spain
Mali	Uganda
Mexico	Algeria
Mexico	Argentina
Mexico	Australia
Mexico	Austria
Mexico	Belarus
Mexico	Belgium
Mexico	Belize
Mexico	Bolivia
Mexico	Brazil
Mexico	Burkina Faso
Mexico	Canada
Mexico	Chile
Mexico	China
Mexico	Colombia
Mexico	Costa Rica
Mexico	Ivory Coast
Mexico	Croatia
Mexico	Czech Republic
Mexico	Dominican Republic
Mexico	Ecuador
Mexico	El Salvador
Mexico	Estonia
Mexico	Germany
Mexico	Guatemala
Mexico	Guyana
Mexico	India
Mexico	Indonesia
Mexico	Italy
Mexico	Jamaica
Mexico	Japan
Mexico	Kazakhstan
Mexico	Kyrgyzstan
Mexico	Malaysia
Mexico	Mauritius
Mexico	Netherlands
Mexico	New Zealand
Mexico	Nicaragua
Mexico	Oman
Mexico	Panama
Mexico	Paraguay
Mexico	Peru
Mexico	Poland
Mexico	Portugal
Mexico	Korea, South
Mexico	Russia
Mexico	Serbia
Mexico	Singapore
Mexico	Slovakia
Mexico	Slovenia
Mexico	South Africa
Mexico	Spain
Mexico	Thailand
Mexico	Turkey
Mexico	United States of America
Mexico	Ukraine
Mexico	United Arab Emirates
Mexico	Uruguay
Mexico	Venezuela
Mexico	Vietnam
Nepal	Belgium
Nigeria	Australia
Nigeria	Austria
Nigeria	Brazil
Nigeria	Burkina Faso
Nigeria	Cameroon
Nigeria	Canada
Nigeria	Central African Republic
Nigeria	China
Nigeria	Ivory Coast
Nigeria	Estonia
Nigeria	Finland
Nigeria	France
Nigeria	Gambia
Nigeria	Germany
Nigeria	Ghana
Nigeria	India
Nigeria	Indonesia
Nigeria	Ireland
Nigeria	Italy
Nigeria	Japan
Nigeria	Mexico
Nigeria	Morocco
Nigeria	Netherlands
Nigeria	Niger
Nigeria	Norway
Nigeria	Peru
Nigeria	Portugal
Nigeria	Korea, South
Nigeria	Sao Tome and Principe
Nigeria	Senegal
Nigeria	Serbia
Nigeria	Singapore
Nigeria	South Africa
Nigeria	Spain
Nigeria	Switzerland
Nigeria	Thailand
Nigeria	Togo
Nigeria	Turkey
Nigeria	United States of America
Nigeria	United Kingdom
Nigeria	Uruguay
Nigeria	Zimbabwe
Norway	Algeria
Norway	Australia
Norway	Austria
Norway	Azerbaijan
Norway	Bahrain
Norway	Belarus
Norway	Belgium
Norway	Bosnia and Herzegovina
Norway	Brazil
Norway	Cameroon
Norway	Canada
Norway	Chile
Norway	China
Norway	Hong Kong S.A.R.
Norway	Colombia
Norway	Croatia
Norway	Cyprus
Norway	Czech Republic
Norway	Denmark
Norway	Dominican Republic
Norway	Estonia
Norway	Ethiopia
Norway	Finland
Norway	France
Norway	Georgia
Norway	Germany
Norway	Greece
Norway	Hungary
Norway	Iceland
Norway	India
Norway	Indonesia
Norway	Ireland
Norway	Italy
Norway	Japan
Norway	Kazakhstan
Norway	Latvia
Norway	Lithuania
Norway	Luxembourg
Norway	Madagascar
Norway	Malaysia
Norway	Mexico
Norway	Morocco
Norway	Namibia
Norway	Netherlands
Norway	New Zealand
Norway	Niger
Norway	Nigeria
Norway	Oman
Norway	Pakistan
Norway	Poland
Norway	Portugal
Norway	Korea, South
Norway	Romania
Norway	Russia
Norway	Singapore
Norway	Slovenia
Norway	Spain
Norway	Switzerland
Norway	Thailand
Norway	Togo
Norway	Tunisia
Norway	Turkey
Norway	United States of America
Norway	Uganda
Norway	Ukraine
Norway	United Arab Emirates
Norway	United Kingdom
Norway	Tanzania
Norway	Vietnam
Portugal	Albania
Portugal	Algeria
Portugal	Argentina
Portugal	Armenia
Portugal	Bahrain
Portugal	Belarus
Portugal	Belgium
Portugal	Brazil
Portugal	Cameroon
Portugal	Canada
Portugal	Cape Verde
Portugal	China
Portugal	Colombia
Portugal	Costa Rica
Portugal	Ivory Coast
Portugal	Croatia
Portugal	Czech Republic
Portugal	Denmark
Portugal	Dominican Republic
Portugal	Ecuador
Portugal	Egypt
Portugal	Estonia
Portugal	France
Portugal	Gambia
Portugal	Georgia
Portugal	Ghana
Portugal	Greece
Portugal	India
Portugal	Indonesia
Portugal	Ireland
Portugal	Israel
Portugal	Italy
Portugal	Kazakhstan
Portugal	Malawi
Portugal	Mali
Portugal	Malta
Portugal	Mexico
Portugal	Morocco
Portugal	Mozambique
Portugal	Netherlands
Portugal	Nigeria
Portugal	Peru
Portugal	Poland
Portugal	Korea, South
Portugal	Romania
Portugal	Sao Tome and Principe
Portugal	Senegal
Portugal	Slovakia
Portugal	Spain
Portugal	Switzerland
Portugal	Tunisia
Portugal	Turkey
Portugal	United States of America
Portugal	United Arab Emirates
Portugal	United Kingdom
Portugal	Uruguay
Portugal	Venezuela
Portugal	Zimbabwe
Korea, South	Albania
Korea, South	Algeria
Korea, South	Argentina
Korea, South	Armenia
Korea, South	Australia
Korea, South	Austria
Korea, South	Azerbaijan
Korea, South	Bahrain
Korea, South	Belarus
Korea, South	Belgium
Korea, South	Bhutan
Korea, South	Bosnia and Herzegovina
Korea, South	Botswana
Korea, South	Brazil
Korea, South	Bulgaria
Korea, South	Burkina Faso
Korea, South	Cambodia
Korea, South	Cameroon
Korea, South	Canada
Korea, South	Central African Republic
Korea, South	Chile
Korea, South	China
Korea, South	Hong Kong S.A.R.
Korea, South	Colombia
Korea, South	Costa Rica
Korea, South	Ivory Coast
Korea, South	Croatia
Korea, South	Cyprus
Korea, South	Czech Republic
Korea, South	Denmark
Korea, South	Dominican Republic
Korea, South	Ecuador
Korea, South	El Salvador
Korea, South	Estonia
Korea, South	Ethiopia
Korea, South	Finland
Korea, South	Sudan
Korea, South	France
Korea, South	Georgia
Korea, South	Germany
Korea, South	Ghana
Korea, South	Greece
Korea, South	Guatemala
Korea, South	Guyana
Korea, South	Hungary
Korea, South	Iceland
Korea, South	India
Korea, South	Indonesia
Korea, South	Iran
Korea, South	Israel
Korea, South	Italy
Korea, South	Jamaica
Korea, South	Japan
Korea, South	Jordan
Korea, South	Kazakhstan
Korea, South	Kyrgyzstan
Korea, South	Latvia
Korea, South	Lebanon
Korea, South	Lithuania
Korea, South	Luxembourg
Korea, South	Madagascar
Korea, South	Malawi
Korea, South	Malaysia
Korea, South	Mauritania
Korea, South	Mauritius
Korea, South	Mexico
Korea, South	Montenegro
Korea, South	Morocco
Korea, South	Mozambique
Korea, South	Nepal
Korea, South	Netherlands
Korea, South	New Zealand
Korea, South	Nicaragua
Korea, South	Nigeria
Korea, South	Norway
Korea, South	Oman
Korea, South	Pakistan
Korea, South	Panama
Korea, South	Paraguay
Korea, South	Peru
Korea, South	Philippines
Korea, South	Poland
Korea, South	Portugal
Korea, South	Moldova
Korea, South	Romania
Korea, South	Russia
Korea, South	Rwanda
Korea, South	Saudi Arabia
Korea, South	Serbia
Korea, South	Singapore
Korea, South	Slovakia
Korea, South	Slovenia
Korea, South	South Africa
Korea, South	Spain
Korea, South	Sri Lanka
Korea, South	Switzerland
Korea, South	Thailand
Korea, South	Tunisia
Korea, South	Turkey
Korea, South	United States of America
Korea, South	Uganda
Korea, South	Ukraine
Korea, South	United Arab Emirates
Korea, South	United Kingdom
Korea, South	Tanzania
Korea, South	Vietnam
Korea, South	Yemen
Korea, South	Zimbabwe
Singapore	Algeria
Singapore	Argentina
Singapore	Armenia
Singapore	Australia
Singapore	Austria
Singapore	Azerbaijan
Singapore	Bahrain
Singapore	Belgium
Singapore	Bhutan
Singapore	Bosnia and Herzegovina
Singapore	Brazil
Singapore	Burkina Faso
Singapore	Burundi
Singapore	Cambodia
Singapore	Cameroon
Singapore	Canada
Singapore	Chile
Singapore	China
Singapore	Hong Kong S.A.R.
Singapore	Colombia
Singapore	Costa Rica
Singapore	Ivory Coast
Singapore	Croatia
Singapore	Czech Republic
Singapore	Dominican Republic
Singapore	Ecuador
Singapore	Egypt
Singapore	Finland
Singapore	Sudan
Singapore	France
Singapore	Georgia
Singapore	Germany
Singapore	Ghana
Singapore	India
Singapore	Indonesia
Singapore	Iran
Singapore	Israel
Singapore	Italy
Singapore	Jamaica
Singapore	Japan
Singapore	Jordan
Singapore	Kazakhstan
Singapore	Kyrgyzstan
Singapore	Lebanon
Singapore	Madagascar
Singapore	Malaysia
Singapore	Malta
Singapore	Mauritius
Singapore	Mexico
Singapore	Morocco
Singapore	Mozambique
Singapore	Nepal
Singapore	Netherlands
Singapore	New Zealand
Singapore	Nigeria
Singapore	Norway
Singapore	Oman
Singapore	Pakistan
Singapore	Panama
Singapore	Peru
Singapore	Philippines
Singapore	Poland
Singapore	Korea, South
Singapore	Russia
Singapore	Rwanda
Singapore	Saudi Arabia
Singapore	South Africa
Singapore	Spain
Singapore	Sri Lanka
Singapore	Thailand
Singapore	Togo
Singapore	Tunisia
Singapore	Turkey
Singapore	United States of America
Singapore	Uganda
Singapore	Ukraine
Singapore	United Arab Emirates
Singapore	United Kingdom
Singapore	Tanzania
Singapore	Vietnam
Singapore	Yemen
Singapore	Zimbabwe
South Africa	Algeria
South Africa	Australia
South Africa	Austria
South Africa	Bahrain
South Africa	Belgium
South Africa	Botswana
South Africa	Brazil
South Africa	Burkina Faso
South Africa	Burundi
South Africa	Cameroon
South Africa	Canada
South Africa	Central African Republic
South Africa	Chile
South Africa	China
South Africa	Hong Kong S.A.R.
South Africa	Ivory Coast
South Africa	Croatia
South Africa	Czech Republic
South Africa	Ethiopia
South Africa	Sudan
South Africa	France
South Africa	Gambia
South Africa	Germany
South Africa	Ghana
South Africa	Guyana
South Africa	India
South Africa	Indonesia
South Africa	Iran
South Africa	Israel
South Africa	Japan
South Africa	Jordan
South Africa	Kazakhstan
South Africa	Kyrgyzstan
South Africa	Madagascar
South Africa	Malawi
South Africa	Malaysia
South Africa	Mali
South Africa	Mauritania
South Africa	Mauritius
South Africa	Morocco
South Africa	Mozambique
South Africa	Namibia
South Africa	Netherlands
South Africa	New Zealand
South Africa	Nigeria
South Africa	Oman
South Africa	Pakistan
South Africa	Panama
South Africa	Peru
South Africa	Philippines
South Africa	Korea, South
South Africa	Russia
South Africa	Rwanda
South Africa	Sao Tome and Principe
South Africa	Senegal
South Africa	Singapore
South Africa	Spain
South Africa	Sri Lanka
South Africa	Thailand
South Africa	Turkey
South Africa	United States of America
South Africa	Uganda
South Africa	United Arab Emirates
South Africa	United Kingdom
South Africa	Tanzania
South Africa	Uruguay
South Africa	Vietnam
South Africa	Zambia
South Africa	Zimbabwe
Switzerland	Albania
Switzerland	Algeria
Switzerland	Argentina
Switzerland	Armenia
Switzerland	Australia
Switzerland	Austria
Switzerland	Azerbaijan
Switzerland	Bahrain
Switzerland	Belarus
Switzerland	Belgium
Switzerland	Bolivia
Switzerland	Bosnia and Herzegovina
Switzerland	Botswana
Switzerland	Brazil
Switzerland	Bulgaria
Switzerland	Burundi
Switzerland	Cameroon
Switzerland	Canada
Switzerland	Central African Republic
Switzerland	Chile
Switzerland	China
Switzerland	Hong Kong S.A.R.
Switzerland	Colombia
Switzerland	Costa Rica
Switzerland	Ivory Coast
Switzerland	Croatia
Switzerland	Cyprus
Switzerland	Czech Republic
Switzerland	Denmark
Switzerland	Dominican Republic
Switzerland	Ecuador
Switzerland	El Salvador
Switzerland	Estonia
Switzerland	Finland
Switzerland	France
Switzerland	Georgia
Switzerland	Germany
Switzerland	Ghana
Switzerland	Greece
Switzerland	Guatemala
Switzerland	Hungary
Switzerland	Iceland
Switzerland	India
Switzerland	Indonesia
Switzerland	Iran
Switzerland	Ireland
Switzerland	Israel
Switzerland	Italy
Switzerland	Jamaica
Switzerland	Japan
Switzerland	Jordan
Switzerland	Kazakhstan
Switzerland	Kyrgyzstan
Switzerland	Latvia
Switzerland	Lebanon
Switzerland	Lithuania
Switzerland	Luxembourg
Switzerland	Madagascar
Switzerland	Malaysia
Switzerland	Malta
Switzerland	Mauritius
Switzerland	Mexico
Switzerland	Montenegro
Switzerland	Morocco
Switzerland	Namibia
Switzerland	Nepal
Switzerland	Netherlands
Switzerland	New Zealand
Switzerland	Nicaragua
Switzerland	Niger
Switzerland	Nigeria
Switzerland	Norway
Switzerland	Oman
Switzerland	Pakistan
Switzerland	Panama
Switzerland	Paraguay
Switzerland	Peru
Switzerland	Philippines
Switzerland	Poland
Switzerland	Portugal
Switzerland	Korea, South
Switzerland	Moldova
Switzerland	Romania
Switzerland	Russia
Switzerland	Rwanda
Switzerland	Saudi Arabia
Switzerland	Senegal
Switzerland	Serbia
Switzerland	Singapore
Switzerland	Slovakia
Switzerland	Slovenia
Switzerland	South Africa
Switzerland	Spain
Switzerland	Sri Lanka
Switzerland	Thailand
Switzerland	Tunisia
Switzerland	Turkey
Switzerland	United States of America
Switzerland	Uganda
Switzerland	Ukraine
Switzerland	United Arab Emirates
Switzerland	United Kingdom
Switzerland	Tanzania
Switzerland	Uruguay
Switzerland	Venezuela
Switzerland	Vietnam
Switzerland	Yemen
Switzerland	Zambia
Switzerland	Zimbabwe
Thailand	Armenia
Thailand	Australia
Thailand	Austria
Thailand	Azerbaijan
Thailand	Bahrain
Thailand	Belgium
Thailand	Bhutan
Thailand	Brazil
Thailand	Burkina Faso
Thailand	Cambodia
Thailand	Cameroon
Thailand	Canada
Thailand	Chile
Thailand	China
Thailand	Hong Kong S.A.R.
Thailand	Colombia
Thailand	Cyprus
Thailand	Denmark
Thailand	Ecuador
Thailand	Ethiopia
Thailand	Sudan
Thailand	France
Thailand	Georgia
Thailand	Germany
Thailand	Ghana
Thailand	Greece
Thailand	India
Thailand	Indonesia
Thailand	Ireland
Thailand	Israel
Thailand	Italy
Thailand	Japan
Thailand	Jordan
Thailand	Lebanon
